2.137000   135.000000   0.047800   0.005700 
2.197000   135.000000   0.044400   0.005300 
2.255000   135.000000   0.040600   0.004900 
2.293000   135.000000   0.039200   0.004700 
2.347000   135.000000   0.038200   0.004600 
2.400000   135.000000   0.034000   0.004100 
2.451000   135.000000   0.032500   0.003900 
2.423000   135.000000   0.033100   0.004000 
2.460000   135.000000   0.030900   0.003700 
2.497000   135.000000   0.028800   0.003500 
2.534000   135.000000   0.027600   0.003300 
2.588000   135.000000   0.024500   0.002900 
2.625000   135.000000   0.022400   0.002700 
2.660000   135.000000   0.019800   0.002400 
2.714000   135.000000   0.017600   0.002100 
2.749000   135.000000   0.015800   0.001900 
2.785000   135.000000   0.014200   0.001700 
2.820000   135.000000   0.012400   0.001500 
2.855000   135.000000   0.010400   0.001200 
2.906000   135.000000   0.007700   0.000900 
2.941000   135.000000   0.006200   0.000700 
2.975000   135.000000   0.005600   0.000700 
3.008000   135.000000   0.007100   0.000900 
3.043000   135.000000   0.009600   0.001200 
3.077000   135.000000   0.013400   0.001600 
3.112000   135.000000   0.018200   0.002200 
3.163000   135.000000   0.027500   0.003300 
3.196000   135.000000   0.032900   0.004000 
3.230000   135.000000   0.039900   0.004800 
3.263000   135.000000   0.046200   0.005500 
3.312000   135.000000   0.050000   0.006000 
3.361000   135.000000   0.054400   0.006500 
3.410000   135.000000   0.054200   0.006500 
3.447000   135.000000   0.056800   0.006800 
3.493000   135.000000   0.057500   0.006900 
3.539000   135.000000   0.055700   0.006700 
3.586000   135.000000   0.056500   0.006800 
3.617000   135.000000   0.056600   0.006800 
3.664000   135.000000   0.055700   0.006700 
3.711000   135.000000   0.054500   0.006500 
3.775000   135.000000   0.055000   0.006600 
3.807000   135.000000   0.054000   0.006500 
3.856000   135.000000   0.054600   0.006600 
3.888000   135.000000   0.052900   0.006300 
3.920000   135.000000   0.053600   0.006400 
3.969000   135.000000   0.052500   0.006300 
3.998000   135.000000   0.053400   0.006400 
4.042000   135.000000   0.052600   0.006300 
4.087000   135.000000   0.053200   0.006400 
4.132000   135.000000   0.054600   0.006500 
4.178000   135.000000   0.053600   0.006400 
4.193000   135.000000   0.055200   0.006600 
4.208000   135.000000   0.056300   0.006800 
4.224000   135.000000   0.055200   0.006600 
4.239000   135.000000   0.053800   0.006500 
4.254000   135.000000   0.047500   0.005700 
4.270000   135.000000   0.043400   0.005200 
4.285000   135.000000   0.044200   0.005300 
4.317000   135.000000   0.047100   0.005700 
4.364000   135.000000   0.048500   0.005800 
4.412000   135.000000   0.051500   0.006200 
4.443000   135.000000   0.050700   0.006100 
4.495000   135.000000   0.054500   0.006500 
4.540000   135.000000   0.054700   0.006600 
4.570000   135.000000   0.055600   0.006700 
4.601000   135.000000   0.055900   0.006700 
4.647000   135.000000   0.057200   0.006900 
4.663000   135.000000   0.057500   0.006900 
4.710000   135.000000   0.058500   0.007000 
4.742000   135.000000   0.058900   0.007100 
2.172000   150.000000   0.039700   0.004800 
2.211000   150.000000   0.035700   0.004300 
2.249000   150.000000   0.035500   0.004300 
2.287000   150.000000   0.032600   0.003900 
2.323000   150.000000   0.031300   0.003800 
2.358000   150.000000   0.029200   0.003500 
2.393000   150.000000   0.028600   0.003400 
2.443000   150.000000   0.025300   0.003000 
2.490000   150.000000   0.027600   0.003300 
2.564000   150.000000   0.020500   0.002500 
2.618000   150.000000   0.018200   0.002200 
2.653000   150.000000   0.015900   0.001900 
2.704000   150.000000   0.013800   0.001700 
2.754000   150.000000   0.011400   0.001400 
2.803000   150.000000   0.009100   0.001100 
2.851000   150.000000   0.007300   0.000900 
2.898000   150.000000   0.004900   0.000600 
2.943000   150.000000   0.004000   0.000500 
2.992000   150.000000   0.007300   0.000900 
3.043000   150.000000   0.012500   0.001500 
3.092000   150.000000   0.021200   0.002500 
3.124000   150.000000   0.028000   0.003400 
3.172000   150.000000   0.038800   0.004700 
3.219000   150.000000   0.052400   0.006300 
3.265000   150.000000   0.058600   0.007000 
3.310000   150.000000   0.065900   0.007900 
3.354000   150.000000   0.069600   0.008400 
3.398000   150.000000   0.070300   0.008400 
3.440000   150.000000   0.071400   0.008600 
3.488000   150.000000   0.072900   0.008700 
3.531000   150.000000   0.069000   0.008300 
3.573000   150.000000   0.071100   0.008500 
3.616000   150.000000   0.070800   0.008500 
3.645000   150.000000   0.068200   0.008200 
3.687000   150.000000   0.066600   0.007900 
3.730000   150.000000   0.065300   0.007800 
3.773000   150.000000   0.064300   0.007700 
3.815000   150.000000   0.064100   0.007700 
3.844000   150.000000   0.063800   0.007700 
3.887000   150.000000   0.062700   0.007500 
3.929000   150.000000   0.061900   0.007400 
3.943000   150.000000   0.062400   0.007500 
3.984000   150.000000   0.060500   0.007300 
4.024000   150.000000   0.059200   0.007100 
4.064000   150.000000   0.056700   0.006800 
4.104000   150.000000   0.055000   0.006600 
4.145000   150.000000   0.051000   0.006100 
4.185000   150.000000   0.052800   0.006300 
4.199000   150.000000   0.059100   0.007100 
4.212000   150.000000   0.077800   0.009300 
4.226000   150.000000   0.122800   0.014700 
4.239000   150.000000   0.204700   0.024600 
4.253000   150.000000   0.283300   0.033900 
4.266000   150.000000   0.311700   0.037400 
4.280000   150.000000   0.274900   0.032900 
4.293000   150.000000   0.218800   0.026200 
4.307000   150.000000   0.178100   0.021300 
4.321000   150.000000   0.155200   0.018600 
4.334000   150.000000   0.137500   0.016400 
4.389000   150.000000   0.112700   0.013500 
4.430000   150.000000   0.107000   0.012800 
4.458000   150.000000   0.100700   0.012000 
4.498000   150.000000   0.103500   0.012400 
4.537000   150.000000   0.102100   0.012200 
4.577000   150.000000   0.103600   0.012400 
4.617000   150.000000   0.105600   0.012600 
4.644000   150.000000   0.105200   0.012600 
4.685000   150.000000   0.109700   0.013100 
4.712000   150.000000   0.111500   0.013300 
4.726000   150.000000   0.111700   0.013400 
2.136000   30.000000   8.744000   1.049000 
2.155000   30.000000   8.588000   1.031000 
2.175000   30.000000   8.432000   1.012000 
2.195000   30.000000   8.191000   0.983000 
2.216000   30.000000   8.206000   0.985000 
2.234000   30.000000   7.910000   0.949000 
2.256000   30.000000   7.839000   0.941000 
2.274000   30.000000   7.792000   0.935000 
2.297000   30.000000   7.402000   0.888000 
2.316000   30.000000   7.433000   0.892000 
2.336000   30.000000   7.308000   0.877000 
2.356000   30.000000   7.333000   0.880000 
2.377000   30.000000   7.281000   0.874000 
2.393000   30.000000   7.107000   0.853000 
2.415000   30.000000   7.197000   0.864000 
2.436000   30.000000   6.931000   0.832000 
2.454000   30.000000   6.832000   0.820000 
2.471000   30.000000   6.939000   0.833000 
2.556000   30.000000   6.294000   0.755000 
2.575000   30.000000   6.143000   0.737000 
2.596000   30.000000   5.918000   0.710000 
2.615000   30.000000   5.771000   0.693000 
2.635000   30.000000   5.805000   0.697000 
