1.81 165 0.0455253 0.00455253
1.86 165 0.0462216 0.00462216
2 165 0.0384395 0.00384395
2.041 165 0.0354342 0.00354342
2.091 165 0.0358699 0.00358699
2.191 165 0.0307485 0.00307485
2.241 165 0.0290856 0.00290856
2.291 165 0.0292946 0.00292946
2.341 165 0.0263732 0.00263732
2.441 165 0.0234825 0.00234825
2.491 165 0.022797 0.0022797
2.592 165 0.0164778 0.00164778
2.642 165 0.0140978 0.00140978
2.692 165 0.0114573 0.00114573
2.722 165 0.00975348 0.000975348
2.782 165 0.00735064 0.000735064
2.812 165 0.00641684 0.000641684
2.842 165 0.00475915 0.000475915
2.872 165 0.00410102 0.000410102
2.902 165 0.00328636 0.000328636
2.932 165 0.00339831 0.000339831
2.962 165 0.00385559 0.000385559
2.992 165 0.00515271 0.000515271
3.042 165 0.0121295 0.00121295
3.092 165 0.0228374 0.00228374
3.142 165 0.039716 0.0039716
3.192 165 0.0535723 0.00535723
3.242 165 0.0634894 0.00634894
3.293 165 0.0716054 0.00716054
3.343 165 0.0755331 0.00755331
3.393 165 0.0774637 0.00774637
3.493 165 0.0747301 0.00747301
3.503 165 0.0731763 0.00731763
3.513 165 0.07438 0.007438
3.523 165 0.0738344 0.00738344
3.533 165 0.0716925 0.00716925
3.543 165 0.0728807 0.00728807
3.563 165 0.0652822 0.00652822
3.573 165 0.0727459 0.00727459
3.583 165 0.0838383 0.00838383
3.593 165 0.0757496 0.00757496
3.603 165 0.0742637 0.00742637
3.613 165 0.078447 0.0078447
3.743 165 0.0738607 0.00738607
3.793 165 0.0706437 0.00706437
3.843 165 0.0700668 0.00700668
3.893 165 0.0665538 0.00665538
3.943 165 0.0662612 0.00662612
3.994 165 0.0634231 0.00634231
4.044 165 0.0652492 0.00652492
4.094 165 0.0530237 0.00530237
4.154 165 0.0461567 0.00461567
4.174 165 0.0499516 0.00499516
4.194 165 0.0581303 0.00581303
4.204 165 0.0722089 0.00722089
4.214 165 0.0987083 0.00987083
4.218 165 0.104571 0.0104571
4.222 165 0.113861 0.0113861
4.226 165 0.130004 0.0130004
4.23 165 0.151241 0.0151241
4.234 165 0.208421 0.0208421
4.236 165 0.229647 0.0229647
4.238 165 0.272234 0.0272234
4.24 165 0.321584 0.0321584
4.242 165 0.352041 0.0352041
4.244 165 0.430247 0.0430247
4.246 165 0.466515 0.0466515
4.25 165 0.613755 0.0613755
4.252 165 0.665906 0.0665906
4.254 165 0.755344 0.0755344
4.256 165 0.817449 0.0817449
4.258 165 0.932866 0.0932866
4.262 165 1.06655 0.106655
4.266 165 1.08145 0.108145
4.268 165 1.06355 0.106355
4.27 165 0.969795 0.0969795
4.272 165 0.850936 0.0850936
4.274 165 0.819838 0.0819838
4.278 165 0.710766 0.0710766
4.282 165 0.634805 0.0634805
4.284 165 0.606565 0.0606565
4.288 165 0.525992 0.0525992
4.296 165 0.438223 0.0438223
4.312 165 0.301011 0.0301011
4.32 165 0.274356 0.0274356
4.324 165 0.245066 0.0245066
4.334 165 0.21856 0.021856
4.344 165 0.204518 0.0204518
4.354 165 0.195469 0.0195469
4.374 165 0.177612 0.0177612
4.394 165 0.165646 0.0165646
4.474 165 0.15363 0.015363
4.494 165 0.148459 0.0148459
4.544 165 0.149678 0.0149678
4.594 165 0.155908 0.0155908
4.644 165 0.151856 0.0151856
4.694 165 0.157012 0.0157012
4.894 165 0.195157 0.0195157
4.995 165 0.227401 0.0227401
5.115 165 0.282678 0.0282678
5.175 165 0.316351 0.0316351
5.205 165 0.318957 0.0318957
5.235 165 0.345048 0.0345048
5.25 165 0.386592 0.0386592
5.28 165 0.376144 0.0376144
5.325 165 0.396926 0.0396926
5.475 165 0.492939 0.0492939
5.535 165 0.51694 0.051694
5.595 165 0.564853 0.0564853
5.655 165 0.581779 0.0581779
5.685 165 0.58517 0.058517
5.7 165 0.567897 0.0567897
5.715 165 0.569627 0.0569627
5.73 165 0.561966 0.0561966
5.745 165 0.549718 0.0549718
5.768 165 0.480641 0.0480641
5.777 165 0.422016 0.0422016
5.78 165 0.385679 0.0385679
5.789 165 0.325754 0.0325754
5.792 165 0.312583 0.0312583
5.795 165 0.280209 0.0280209
5.798 165 0.268027 0.0268027
5.801 165 0.236223 0.0236223
5.804 165 0.220004 0.0220004
5.807 165 0.195154 0.0195154
5.81 165 0.200874 0.0200874
5.813 165 0.158349 0.0158349
5.816 165 0.140004 0.0140004
5.819 165 0.13441 0.013441
5.822 165 0.121117 0.0121117
5.824 165 0.11922 0.011922
5.828 165 0.112719 0.0112719
5.831 165 0.112603 0.0112603
5.834 165 0.110229 0.0110229
5.837 165 0.112372 0.0112372
5.84 165 0.111806 0.0111806
5.852 165 0.129756 0.0129756
5.864 165 0.15516 0.015516
5.894 165 0.204484 0.0204484
5.906 165 0.21776 0.021776
5.912 165 0.218638 0.0218638
5.918 165 0.233561 0.0233561
5.93 165 0.233491 0.0233491
5.936 165 0.243928 0.0243928
5.942 165 0.243436 0.0243436
5.948 165 0.251202 0.0251202
5.96 165 0.244565 0.0244565
5.97 165 0.256257 0.0256257
5.985 165 0.261842 0.0261842
6 165 0.257972 0.0257972
6.015 165 0.261787 0.0261787
6.075 165 0.249975 0.0249975
6.195 165 0.233974 0.0233974
6.255 165 0.214966 0.0214966
6.315 165 0.213214 0.0213214
6.375 165 0.193708 0.0193708
6.495 165 0.175317 0.0175317
6.735 165 0.161689 0.0161689
6.79 165 0.164416 0.0164416
6.85 165 0.174656 0.0174656
6.89 165 0.177169 0.0177169
6.91 165 0.190957 0.0190957
6.92 165 0.187195 0.0187195
6.97 165 0.217118 0.0217118
7.001 165 0.226179 0.0226179
7.007 165 0.222034 0.0222034
7.013 165 0.212901 0.0212901
7.025 165 0.207501 0.0207501
7.031 165 0.19906 0.019906
7.037 165 0.200584 0.0200584
7.043 165 0.177614 0.0177614
7.055 165 0.154459 0.0154459
7.061 165 0.146795 0.0146795
7.067 165 0.123764 0.0123764
7.073 165 0.121403 0.0121403
7.079 165 0.116288 0.0116288
7.085 165 0.101694 0.0101694
7.091 165 0.0932659 0.00932659
7.097 165 0.0888344 0.00888344
7.103 165 0.0810655 0.00810655
7.109 165 0.0757565 0.00757565
7.115 165 0.0725915 0.00725915
7.13 165 0.0695643 0.00695643
7.145 165 0.0644536 0.00644536
7.175 165 0.061825 0.0061825
7.19 165 0.0660287 0.00660287
7.22 165 0.0672509 0.00672509
7.37 165 0.0837905 0.00837905
7.49 165 0.0962014 0.00962014
7.61 165 0.115494 0.0115494
7.7 165 0.135112 0.0135112
7.73 165 0.136896 0.0136896
7.76 165 0.1435 0.01435
7.775 165 0.139386 0.0139386
7.79 165 0.138089 0.0138089
7.82 165 0.126723 0.0126723
7.835 165 0.111961 0.0111961
7.88 165 0.0789907 0.00789907
7.91 165 0.0476746 0.00476746
7.94 165 0.0223161 0.00223161
7.97 165 0.0161453 0.00161453
8 165 0.020469 0.0020469
8.031 165 0.0236012 0.00236012
8.061 165 0.0231419 0.00231419
8.091 165 0.0202696 0.00202696
8.121 165 0.0103981 0.00103981
8.151 165 0.0206897 0.00206897
8.181 165 0.0340006 0.00340006
8.211 165 0.035121 0.0035121
8.301 165 0.031909 0.0031909
8.331 165 0.034338 0.0034338
8.361 165 0.0332123 0.00332123
8.391 165 0.0345038 0.00345038
8.421 165 0.0331743 0.00331743
8.481 165 0.0354856 0.00354856
8.511 165 0.0345991 0.00345991
8.571 165 0.034535 0.0034535
8.601 165 0.0355415 0.00355415
8.631 165 0.0357077 0.00357077
