(3.25453e-005,8.85118e-005)
(-4.12498e-005,-0.000184562)
(-0.0001616,-2.71369e-005)
(-7.98888e-005,3.84519e-005)
(3.93017e-005,9.63473e-005)
(-5.56738e-005,-0.000199999)
(-0.000172418,-2.87286e-005)
(-9.36131e-005,5.05753e-005)
(4.59595e-005,0.000104551)
(-7.15532e-005,-0.00021289)
(-0.000182936,-2.91807e-005)
(-0.00010704,6.38015e-005)
(5.25091e-005,0.000113107)
(-7.17185e-005,-0.000213007)
(-0.00018304,-2.91796e-005)
(-0.000107173,6.39389e-005)
(5.25741e-005,0.000113194)
(-8.87544e-005,-0.000223497)
(-0.000193316,-2.85313e-005)
(-0.000120145,7.81047e-005)
(5.90063e-005,0.000122073)
(-0.000115867,-0.000235122)
(-0.000208341,-2.5654e-005)
(-0.000138509,0.00010077)
(6.84301e-005,0.000135911)
(-0.000125204,-0.000237973)
(-0.00021325,-2.42191e-005)
(-0.000144294,0.000108637)
(7.15122e-005,0.000140641)
(-0.000144371,-0.000242277)
(-0.000223012,-2.06417e-005)
(-0.000155417,0.00012492)
(7.76533e-005,0.000150342)
(-0.000163609,-0.000244722)
(-0.000232465,-1.62535e-005)
(-0.000165646,0.000141472)
(8.36307e-005,0.000160104)
(-0.000182957,-0.000245477)
(-0.000241691,-1.10767e-005)
(-0.000175057,0.000158366)
(8.95199e-005,0.000169979)
(-0.000202291,-0.00024465)
(-0.000250671,-5.1601e-006)
(-0.000183622,0.000175525)
(9.53381e-005,0.000179928)
(-0.000221504,-0.000242342)
(-0.000259386,1.45144e-006)
(-0.000191325,0.000192886)
(0.000101105,0.000189915)
(-0.000231225,-0.000240625)
(-0.000263723,5.07706e-006)
(-0.000194917,0.000201797)
(0.000104032,0.000195012)
(-0.00024069,-0.000238602)
(-0.000267899,8.79128e-006)
(-0.000198217,0.000210563)
(0.000106897,0.000200005)
(-0.000250082,-0.000236255)
(-0.000272,1.26592e-005)
(-0.000201298,0.000219352)
(0.00010976,0.000204992)
(-0.000259391,-0.000233593)
(-0.000276022,1.66757e-005)
(-0.000204159,0.000228158)
(0.000112623,0.000209967)
(-0.000268794,-0.000230565)
(-0.000280042,2.09216e-005)
(-0.000206852,0.000237152)
(0.000115546,0.000215029)
(-0.000277731,-0.000227368)
(-0.000283822,2.51376e-005)
(-0.000209223,0.000245797)
(0.00011836,0.000219875)
(-0.000295652,-0.000220001)
(-0.000291281,3.41433e-005)
(-0.000213418,0.000263447)
(0.000124131,0.000229704)
(-0.000295828,-0.000219922)
(-0.000291354,3.42357e-005)
(-0.000213456,0.000263623)
(0.000124189,0.000229801)
(-0.000313274,-0.000211479)
(-0.000298451,4.3757e-005)
(-0.000216777,0.000281242)
(0.000130014,0.000239527)
(-0.000330374,-0.000201938)
(-0.00030524,5.38605e-005)
(-0.000219267,0.000298974)
(0.000135971,0.000249228)
(-0.000370977,-0.000173763)
(-0.000320587,8.13468e-005)
(-0.000221781,0.000343276)
(0.00015147,0.000273058)
(-0.000385093,-0.000161917)
(-0.000325617,9.22426e-005)
(-0.000221377,0.000359548)
(0.00015745,0.000281659)
(-0.000392433,-0.000155283)
(-0.000328158,9.82255e-005)
(-0.000220868,0.000368219)
(0.000160714,0.000286209)
(-0.000395265,-0.000152631)
(-0.000329123,0.000100596)
(-0.000220614,0.000371607)
(0.000162004,0.00028798)
(-0.000397932,-0.000150086)
(-0.000330024,0.000102861)
(-0.000220344,0.000374819)
(0.000163236,0.000289655)
(-0.000400851,-0.000147245)
(-0.000331002,0.000105378)
(-0.000220014,0.000378361)
(0.000164604,0.000291499)
(-0.000403467,-0.000144649)
(-0.000331869,0.000107668)
(-0.000219686,0.000381558)
(0.000165848,0.000293159)
(-0.000403604,-0.000144511)
(-0.000331915,0.000107789)
(-0.000219668,0.000381726)
(0.000165913,0.000293246)
(-0.000406331,-0.000141751)
(-0.00033281,0.000110212)
(-0.000219292,0.000385083)
(0.000167229,0.000294986)
(-0.000409032,-0.000138965)
(-0.000333687,0.000112649)
(-0.000218886,0.000388433)
(0.000168551,0.000296719)
(-0.000411705,-0.000136153)
(-0.000334547,0.000115098)
(-0.00021845,0.000391774)
(0.00016988,0.000298442)
(-0.000414351,-0.000133316)
(-0.000335389,0.000117559)
(-0.000217985,0.000395106)
(0.000171215,0.000300158)
(-0.000417101,-0.00013031)
(-0.000336253,0.000120156)
(-0.000217464,0.000398596)
(0.000172625,0.000301951)
(-0.000419821,-0.000127277)
(-0.000337098,0.000122767)
(-0.000216911,0.000402077)
(0.000174042,0.000303735)
(-0.000422383,-0.000124364)
(-0.000337884,0.000125265)
(-0.000216354,0.000405383)
(0.000175398,0.000305426)
(6.20472e-005,0.000247849)
(0.000242175,2.9324e-005)
(-3.242e-005,1.65671e-005)
(2.0286e-005,4.6043e-005)
(-7.94125e-005,4.0581e-005)
(4.96905e-005,0.000112782)
(5.32623e-005,0.000237857)
(0.000235432,2.88782e-005)
(-2.98684e-005,1.43906e-005)
(1.88118e-005,4.45437e-005)
(-7.31624e-005,3.52497e-005)
(4.60794e-005,0.000109109)
(4.53471e-005,0.000227485)
(0.000228822,2.80992e-005)
(-2.74178e-005,1.24161e-005)
(1.73818e-005,4.31362e-005)
(-6.71595e-005,3.0413e-005)
(4.25765e-005,0.000105662)
(9.77081e-005,0.000277461)
(0.000265608,2.79047e-005)
(-4.15112e-005,2.53505e-005)
(2.54997e-005,5.17496e-005)
(-0.000101681,6.20958e-005)
(6.24612e-005,0.00012676)
(8.82017e-005,0.000270917)
(0.000259818,2.86992e-005)
(-3.92485e-005,2.30094e-005)
(2.42005e-005,5.02682e-005)
(-9.61387e-005,5.63614e-005)
(5.9279e-005,0.000123131)
(7.00694e-005,0.000255857)
(0.000247916,2.94115e-005)
(-3.46233e-005,1.85464e-005)
(2.15515e-005,4.73699e-005)
(-8.48095e-005,4.54292e-005)
