0.675993	40	3.20915	0.061454
0.675993	45	1.98295	0.043987
0.675993	52.9976	1.10598	0.022147
0.675993	55	0.916013	0.017294
0.675993	59.5059	0.704214	0.01574
0.675993	60	0.676822	0.016065
0.675993	65	0.479778	0.012958
0.691218	40	3.03173	0.063721
0.691218	55	0.898162	0.020903
0.691218	59.5059	0.659783	0.015597
0.691218	60	0.64434	0.015228
0.691218	65	0.453857	0.01221
0.706443	40	2.84753	0.064658
0.706443	55	0.836717	0.019605
0.706443	59.5058	0.65501	0.015866
0.706443	60	0.616532	0.014439
0.706443	65	0.447869	0.011398
0.840543	35	3.40237	0.05428
0.840543	40	2.0024	0.044308
0.840543	45	1.26819	0.02729
0.840543	52.9967	0.648726	0.011081
0.840543	55	0.566827	0.012139
0.840543	59.505	0.438427	0.007978
0.840543	60	0.431953	0.010456
0.840543	65	0.30075	0.008948
0.840543	66.3462	0.274883	0.009311
0.854157	30	5.83264	0.119112
0.854157	35	3.19369	0.061575
0.854157	40	1.97566	0.034606
0.854157	55	0.55715	0.012523
0.854157	59.5049	0.434208	0.008918
0.854157	60	0.392439	0.010942
0.854157	65	0.295537	0.009844
0.854157	66.3462	0.276986	0.005802
0.854157	73.6784	0.173853	0.003814
0.867771	30	5.71019	0.121963
0.867771	35	3.14072	0.064834
0.867771	40	1.82343	0.033172
0.867771	45	1.19464	0.040244
0.867771	52.9965	0.622741	0.012598
0.867771	55	0.553276	0.010322
0.867771	59.5048	0.417968	0.008519
0.867771	60	0.387134	0.008835
0.867771	65	0.281287	0.008049
0.867771	66.3461	0.275386	0.007386
0.867771	73.6783	0.17616	0.003353
1.26906	22.5	9.18456	0.170405
1.26906	25	6.45521	0.137607
1.26906	35	1.84781	0.034579
1.26906	40	1.11398	0.020052
1.26906	40.6149	0.987585	0.011887
1.26906	45	0.690458	0.011927
1.26906	52.9943	0.375642	0.005168
1.26906	55	0.314299	0.005543
1.26906	59.5025	0.23996	0.003351
1.26906	60	0.236148	0.003748
1.26906	65	0.170339	0.002982
1.26906	66.3437	0.158936	0.002459
1.26906	75	0.098183	0.002029
1.26906	81.7677	0.069164	0.001764
1.26906	86.2375	0.057296	0.00107
1.28037	22.5	8.94936	0.191529
1.28037	25	6.01158	0.113033
1.28037	30	3.07005	0.051925
1.28037	35	1.70176	0.028194
1.28037	40	1.04486	0.017134
1.28037	40.6148	1.01608	0.01189
1.28037	55	0.311235	0.005384
1.28037	59.5025	0.235091	0.004249
1.28037	60	0.229815	0.003589
1.28037	65	0.165727	0.002871
1.28037	66.3437	0.15407	0.002087
1.28037	73.6759	0.107021	0.001692
1.28037	81.7676	0.067211	0.002378
1.28037	86.2375	0.056981	0.001177
1.29167	22.5	9.06737	0.195755
1.29167	25	5.95433	0.122121
1.29167	30	3.19893	0.049599
1.29167	35	1.73508	0.02819
1.29167	40	1.04958	0.017431
1.29167	40.6148	1.0445	0.020206
1.29167	45	0.674905	0.011926
1.29167	52.9941	0.355407	0.006196
1.29167	55	0.323495	0.003593
1.29167	59.5024	0.237256	0.003573
1.29167	60	0.223352	0.003381
1.29167	65	0.161137	0.003448
1.29167	66.3436	0.15485	0.002295
1.29167	73.6758	0.104342	0.001886
1.29167	81.7676	0.069144	0.002378
1.29167	86.2374	0.057165	0.0018
1.74033	22.5	4.77803	0.066413
1.74033	25	3.59811	0.05491
1.74033	35	1.07481	0.015504
1.74033	40	0.642983	0.008292
1.74033	40.6126	0.59496	0.008631
1.74033	45	0.420316	0.006484
1.74033	52.9916	0.218154	0.003358
1.74033	55	0.193554	0.003837
1.74033	59.4998	0.146468	0.003036
1.74033	60	0.137711	0.00353
1.74033	65	0.101426	0.002652
1.74033	66.341	0.094865	0.002157
1.74033	75	0.05747	0.002157
1.74033	81.765	0.042239	0.001437
1.74033	86.2348	0.035699	0.001354
1.74033	90	0.027705	0.00125
1.74977	22.5	4.81298	0.073335
1.74977	25	3.33198	0.04424
1.74977	30	1.76511	0.020162
1.74977	35	1.03305	0.014037
1.74977	40	0.612398	0.008371
1.74977	40.6125	0.595523	0.007999
1.74977	55	0.186421	0.003643
1.74977	59.4998	0.141678	0.00275
1.74977	60	0.138264	0.003569
1.74977	65	0.098719	0.002986
1.74977	66.3409	0.093219	0.002234
1.74977	73.6732	0.063941	0.00106
1.74977	81.7649	0.041938	0.001426
1.74977	86.2348	0.036127	0.001278
1.75921	22.5	4.92244	0.068116
1.75921	25	3.29755	0.041104
1.75921	30	1.79272	0.023936
1.75921	35	1.01817	0.013985
1.75921	40	0.616442	0.008592
1.75921	40.6125	0.595552	0.008104
1.75921	45	0.418643	0.00658
1.75921	52.9915	0.215626	0.005585
1.75921	55	0.185959	0.00381
1.75921	59.4997	0.141296	0.00312
1.75921	60	0.132921	0.003353
1.75921	65	0.098603	0.002841
1.75921	66.3409	0.093179	0.002264
1.75921	73.6731	0.06407	0.001485
1.75921	81.7649	0.04153	0.001233
1.75921	86.2347	0.036181	0.001214
2.12029	22.5	3.69056	0.041503
2.12029	25	2.61666	0.029727
2.12029	28.7418	1.60602	0.019868
2.12029	34.6301	0.85749	0.010048
2.12029	35	0.81682	0.008259
2.12029	40	0.511562	0.005434
2.12029	40.6107	0.488151	0.005418
2.12029	45	0.32439	0.003627
2.12029	52.9895	0.170369	0.00206
2.12029	55	0.15057	0.002022
2.12029	59.4976	0.112882	0.001808
2.12029	60	0.107882	0.001637
2.12029	65	0.079259	0.001409
2.12029	66.3388	0.07352	0.001354
2.12029	75	0.04687	0.001096
2.12029	81.7628	0.034625	0.00067
2.12029	86.2326	0.027794	0.000874
2.12029	90	0.023228	0.000866
2.12868	22.5	3.58244	0.041677
2.12868	25	2.49989	0.027573
2.12868	28.7418	1.64064	0.022236
2.12868	30	1.35776	0.01479
2.12868	34.6301	0.844236	0.009158
2.12868	35	0.804718	0.00886
2.12868	40	0.49931	0.005554
2.12868	40.6106	0.472347	0.005227
2.12868	55	0.14982	0.002047
2.12868	59.4976	0.111564	0.001854
2.12868	60	0.108905	0.001548
2.12868	65	0.077766	0.001416
2.12868	66.3387	0.073073	0.001603
2.12868	73.671	0.049586	0.000868
2.12868	81.7627	0.033296	0.000932
2.12868	86.2326	0.028256	0.000745
2.13708	22.5	3.4796	0.042514
2.13708	25	2.46873	0.02732
2.13708	28.7418	1.55043	0.017129
2.13708	30	1.36091	0.016158
2.13708	34.6301	0.853536	0.009357
2.13708	35	0.785997	0.009124
2.13708	40	0.490528	0.005565
2.13708	40.6106	0.478943	0.005426
2.13708	45	0.323696	0.004377
2.13708	52.9894	0.171236	0.003191
2.13708	55	0.150405	0.001978
2.13708	59.4975	0.111777	0.001668
2.13708	60	0.104513	0.001568
2.13708	65	0.076189	0.001334
2.13708	66.3387	0.070509	0.001254
2.13708	73.6709	0.049888	0.001068
2.13708	81.7627	0.03252	0.000954
2.13708	86.2325	0.027884	0.000684
2.60869	22.5	2.67612	0.028676
2.60869	25	1.84485	0.018023
2.60869	28.7399	1.26541	0.015054
2.60869	34.6279	0.662545	0.008755
2.60869	35	0.630461	0.007365
2.60869	40	0.399104	0.004979
2.60869	40.6082	0.373576	0.005576
2.60869	45	0.260377	0.003735
2.60869	52.9868	0.134128	0.002081
2.60869	55	0.115562	0.002494
2.60869	59.4948	0.085773	0.001427
2.60869	60	0.082941	0.001915
2.60869	65	0.061993	0.001686
2.60869	66.336	0.056546	0.001087
2.60869	75	0.035613	0.001476
2.60869	81.76	0.02764	0.000483
2.60869	86.2298	0.023045	0.000671
2.60869	90	0.02064	0.0011
2.61624	22.5	2.68578	0.034821
2.61624	25	1.85125	0.018052
2.61624	28.7399	1.24968	0.015381
2.61624	30	1.04894	0.011927
2.61624	34.6279	0.655926	0.00847
2.61624	35	0.635177	0.007225
2.61624	40	0.397876	0.006866
2.61624	40.6082	0.370508	0.005552
2.61624	55	0.117077	0.002299
2.61624	59.4948	0.088313	0.001494
2.61624	60	0.083581	0.002396
2.61624	65	0.059622	0.001606
2.61624	66.3359	0.057547	0.001079
2.61624	73.6681	0.038837	0.000667
2.61624	81.7599	0.028378	0.000618
2.61624	86.2298	0.022146	0.000868
2.62378	22.5	2.70059	0.029002
2.62378	25	1.83118	0.019925
2.62378	28.7399	1.24043	0.018611
2.62378	30	1.07732	0.011311
2.62378	34.6279	0.655154	0.008485
2.62378	35	0.632093	0.00716
2.62378	40	0.406939	0.00511
2.62378	40.6082	0.371343	0.005452
2.62378	45	0.260605	0.003719
2.62378	52.9867	0.134743	0.002253
2.62378	55	0.119188	0.00232
2.62378	59.4948	0.086722	0.001468
2.62378	60	0.081505	0.001885
2.62378	65	0.059397	0.001664
2.62378	66.3359	0.05688	0.001011
2.62378	73.6681	0.038967	0.000876
2.62378	81.7599	0.02833	0.000914
2.62378	86.2297	0.022387	0.000772
2.60869	22.5	2.54485	0.024994
2.60869	25	1.98808	0.020279
2.60869	28.7399	1.21021	0.013977
2.60869	34.6279	0.666212	0.007776
2.60869	35	0.649442	0.006745
2.60869	40	0.411494	0.004717
2.60869	40.6082	0.384152	0.004682
2.60869	45	0.261921	0.003455
2.60869	52.9868	0.140305	0.001869
2.60869	55	0.118331	0.001889
2.60869	59.4948	0.087942	0.001294
2.60869	60	0.081541	0.001527
2.60869	65	0.063546	0.00139
2.60869	66.336	0.05771	0.000807
2.60869	75	0.036305	0.001161
2.60869	81.76	0.027623	0.001034

2.60869	86.2298	0.022315	0.000957
2.60869	90	0.019237	0.000806
