run,entry,type,status
31,14348,Binary,True
31,14401,Binary,True
31,14440,Binary,True
31,14445,Other,False
31,14446,Other,False
31,14464,Binary,True
31,14537,Binary,True
31,14554,Binary,True
31,14667,Binary,True
31,14679,Binary,True
31,14691,Binary,True
31,14805,Other,False
31,14847,Binary,True
31,15057,Multi,False
31,15094,Binary,True
31,15129,Other,False
31,15249,Other,False
31,15256,Binary,True
31,15272,Binary,True
31,15311,Binary,True
31,15342,Binary,True
31,15433,Binary,True
31,15461,Other,False
31,15498,Other,False
31,15632,Binary,True
31,15682,Other,False
31,15689,Other,False
31,15716,Binary,True
31,15730,Other,False
31,15922,Other,False
31,15930,Binary,True
31,16001,Binary,True
31,16064,Other,False
31,16215,Binary,True
31,16218,Binary,True
31,16221,Binary,True
31,16314,Binary,True
31,16372,Other,False
31,16381,Binary,True
31,16382,Other,False
31,16398,Binary,True
31,16430,Binary,False
31,16451,Other,False
31,16459,Binary,True
31,16589,Other,False
31,16721,Other,False
31,16724,Binary,True
31,16801,Binary,True
31,16830,Binary,True
31,16837,Binary,True
31,16861,Binary,True
31,16904,Binary,True
31,16932,Other,False
31,17041,Binary,True
31,17079,Binary,True
31,17090,Binary,True
31,17125,Other,False
31,17161,Binary,True
31,17172,Other,False
31,17179,Binary,True
31,17389,Other,False
31,17465,Binary,True
31,17472,Other,False
31,17569,Binary,True
31,17605,Other,False
31,17610,Binary,True
31,17617,Binary,True
31,17622,Binary,True
31,17636,Binary,True
31,17705,Multi,True
31,17754,Other,False
31,17851,Other,False
31,17922,Other,False
31,17981,Binary,True
31,17997,Binary,True
31,18045,Binary,True
31,18051,Binary,True
31,18054,Other,False
31,18095,Other,False
31,18097,Binary,True
31,18098,Binary,False
31,18152,Binary,True
31,18171,Other,False
31,18224,Binary,True
31,18290,Other,False
31,18358,Binary,True
31,18360,Binary,True
31,18400,Binary,True
31,18402,Other,False
31,18421,Other,False
31,18478,Other,False
31,18487,Binary,True
31,18493,Other,False
31,18494,Binary,True
31,18545,Binary,True
31,18631,Other,False
31,18691,Binary,True
31,18760,Binary,True
31,18820,Other,False
31,18846,Other,False
31,18966,Binary,True
31,19012,Binary,True
31,19047,Other,False
31,19148,Other,False
31,19159,Other,False
31,19196,Binary,True
31,19231,Binary,True
31,19262,Other,False
31,19312,Binary,True
31,19390,Binary,False
31,19480,Binary,True
31,19486,Multi,False
31,19592,Binary,True
31,19599,Binary,True
31,19620,Binary,True
31,19645,Binary,True
31,19675,Other,False
31,19840,Binary,False
31,19905,Binary,True
31,19911,Binary,True
31,19938,Binary,True
31,19974,Binary,True
31,19975,Binary,True
31,19985,Other,False
31,20019,Binary,True
31,20047,Other,False
31,20094,Other,False
31,20117,Binary,False
31,20157,Binary,True
31,20166,Binary,True
31,20234,Binary,True
31,20356,Binary,True
31,20383,Binary,True
31,20432,Binary,True
31,20436,Binary,True
31,20457,Binary,False
31,20522,Binary,False
31,20567,Binary,True
31,20588,Binary,True
31,20629,Binary,True
31,20721,Other,False
31,20724,Binary,True
31,20741,Binary,True
31,20754,Binary,True
31,20755,Binary,True
31,20799,Binary,True
31,20838,Other,False
31,20841,Other,False
31,20952,Other,False
31,20993,Other,False
31,21001,Binary,True
31,21021,Binary,True
31,21025,Other,False
31,21041,Binary,True
31,21046,Binary,True
31,21154,Binary,True
31,21245,Binary,True
31,21372,Binary,True
31,21432,Other,False
31,21494,Binary,True
31,21619,Binary,False
31,21622,Binary,False
31,21759,Binary,True
31,21845,Other,False
31,21899,Other,False
31,21911,Other,False
31,21977,Multi,False
31,21997,Binary,True
31,22125,Other,False
31,22139,Binary,False
31,22158,Other,False
31,22171,Binary,True
31,22220,Binary,True
31,22343,Binary,True
31,22445,Other,False
31,22558,Binary,True
31,22604,Binary,True
31,22610,Binary,True
31,22614,Other,False
31,22772,Binary,True
31,22798,Other,False
31,22866,Binary,True
31,22880,Other,False
31,22974,Other,False
31,22990,Binary,True
31,23036,Binary,True
31,23081,Binary,True
31,23084,Other,False
31,23108,Other,False
31,23162,Other,False
31,23215,Binary,True
31,23294,Binary,True
31,23442,Binary,True
31,23443,Other,False
31,23506,Binary,True
31,23560,Other,False
31,23599,Binary,True
31,23651,Other,False
31,23661,,False
31,23733,,False
31,23746,,False
31,23766,,False
31,23890,,False
31,23939,,False
31,23993,,False
31,24001,,False
31,24010,,False
31,24028,,False
31,24092,,False
31,24119,,False
31,24121,,False
31,24411,,False
31,24425,,False
31,24437,,False
31,24571,,False
31,24599,,False
31,24610,,False
31,24652,,False
31,24660,,False
31,24669,,False
31,24892,,False
31,24943,,False
31,25178,,False
31,25259,,False
31,25298,,False
31,25338,,False
31,25344,,False
31,25353,,False
31,25354,,False
31,25410,,False
31,25420,,False
31,25475,,False
31,25504,,False
31,25635,,False
31,25645,,False
31,25751,,False
31,25809,,False
31,25862,,False
31,25986,,False
31,26023,,False
31,26033,,False
31,26048,,False
31,26085,,False
31,26135,,False
31,26137,,False
31,26303,,False
31,26328,,False
31,26335,,False
31,26511,,False
31,26522,,False
31,26609,,False
32,6,,False
32,54,,False
32,265,,False
32,287,,False
32,354,,False
32,424,,False
32,468,,False
32,488,,False
32,571,,False
32,577,,False
32,600,,False
32,630,,False
32,659,,False
32,876,,False
32,890,,False
32,909,,False
32,942,,False
32,960,,False
32,1065,,False
32,1074,,False
32,1092,,False
32,1118,,False
32,1121,,False
32,1367,,False
32,1376,,False
32,1445,,False
32,1464,,False
32,1545,,False
32,1547,,False
32,1593,,False
32,1595,,False
32,1609,,False
32,1615,,False
32,1629,,False
32,1641,,False
32,1643,,False
32,1667,,False
32,1741,,False
32,1813,,False
32,1828,,False
32,1863,,False
32,1925,,False
32,1932,,False
32,1947,,False
32,1952,,False
32,1998,,False
32,2028,,False
32,2037,,False
32,2099,,False
32,2144,,False
32,2156,,False
32,2158,,False
32,2171,,False
32,2176,,False
32,2190,,False
32,2243,,False
32,2266,,False
32,2457,,False
32,2486,,False
32,2506,,False
32,2536,,False
32,2545,,False
32,2639,,False
32,2642,,False
32,2655,,False
32,2662,,False
32,2953,,False
32,3054,,False
32,3057,,False
32,3074,,False
32,3105,,False
32,3233,,False
32,3241,,False
32,3271,,False
32,3281,,False
32,3348,,False
32,3396,,False
32,3419,,False
32,3429,,False
32,3475,,False
32,3500,,False
32,3555,,False
32,3712,,False
32,3720,,False
32,3737,,False
32,3769,,False
32,3781,,False
32,3785,,False
32,3787,,False
32,3795,,False
32,3853,,False
32,3881,,False
32,3937,,False
32,4041,,False
32,4107,,False
32,4120,,False
32,4135,,False
32,4140,,False
32,4155,,False
32,4156,,False
32,4319,,False
32,4323,,False
32,4353,,False
32,4384,,False
32,4395,,False
32,4464,,False
32,4467,,False
32,4510,,False
32,4637,,False
32,4681,,False
32,4702,,False
32,4734,,False
32,4758,,False
32,4769,,False
32,4772,,False
32,4816,,False
32,4881,,False
32,4956,,False
32,4990,,False
32,5038,,False
32,5223,,False
32,5267,,False
32,5325,,False
32,5339,,False
32,5364,,False
32,5410,,False
32,5472,,False
32,5531,,False
32,5555,,False
32,5570,,False
32,5703,,False
32,5825,,False
32,6050,,False
32,6055,,False
32,6170,,False
32,6179,,False
32,6239,,False
32,6248,,False
32,6371,,False
32,6375,,False
32,6376,,False
32,6451,,False
32,6543,,False
32,6676,,False
32,6679,,False
32,6700,,False
32,6706,,False
32,6758,,False
32,6771,,False
32,6837,,False
32,6844,,False
32,6846,,False
32,6849,,False
32,6892,,False
32,6949,,False
32,7085,,False
32,7136,,False
32,7231,,False
32,7235,,False
32,7258,,False
32,7310,,False
32,7312,,False
32,7474,,False
32,7523,,False
32,7551,,False
32,7626,,False
32,7829,,False
32,8037,,False
32,8049,,False
32,8055,,False
32,8103,,False
